SESSION_ID,CONSUMED_QUANTITY,DESCRIPTION
40200005333,29.5,LSHFO 0.5
40200005333,,LSMGO 0.5
40200005337,29.5,LSHFO 0.5
40200005337,,LSMGO 0.5
40200005339,26.93,LSHFO 0.5
40200005339,,LSMGO 0.5
40200005343,6.8,LSHFO 0.5
40200005343,,LSMGO 0.5
40200005347,,LSHFO 0.5
40200005347,,LSMGO 0.5
40200005351,2.7,LSHFO 0.5
40200005351,,LSMGO 0.5
40200005355,,LSHFO 0.5
40200005355,,LSMGO 0.5
40200005359,1.5,LSHFO 0.5
40200005359,,LSMGO 0.5
40200005363,,LSHFO 0.5
40200005363,,LSMGO 0.5
40200005367,1.5,LSHFO 0.5
40200005367,,LSMGO 0.5
40200005371,25,LSHFO 0.5
40200005371,,LSMGO 0.5
40200005373,40,LSHFO 0.5
40200005373,,LSMGO 0.5
40200005375,40,LSHFO 0.5
40200005375,,LSMGO 0.5
40200005377,31.98,LSHFO 0.5
40200005377,,LSMGO 0.5
40200005391,4.4,LSHFO 0.5
40200005391,,LSMGO 0.5
40200005395,0,LSHFO 0.5
40200005395,0,LSMGO 0.5
40200005397,,LSHFO 0.5
40200005397,,LSMGO 0.5
40200005401,3,LSHFO 0.5
40200005401,,LSMGO 0.5
40200005405,,LSHFO 0.5
40200005405,,LSMGO 0.5
40200005409,3.5,LSHFO 0.5
40200005409,,LSMGO 0.5
40200005413,,LSHFO 0.5
40200005413,,LSMGO 0.5
40200005415,,LSHFO 0.5
40200005415,,LSMGO 0.5
40200005417,,LSHFO 0.5
40200005417,,LSMGO 0.5
40200005421,5.3,LSHFO 0.5
40200005421,,LSMGO 0.5
40200005426,,LSHFO 0.5
40200005426,,LSMGO 0.5
40200005430,4.09,LSHFO 0.5
40200005430,,LSMGO 0.5
40200005434,22.83,LSHFO 0.5
40200005434,,LSMGO 0.5
40200005438,2.3,LSHFO 0.5
40200005438,,LSMGO 0.5
40200005443,,LSHFO 0.5
40200005443,,LSMGO 0.5
40200005445,,LSHFO 0.5
40200005445,,LSMGO 0.5
40200005449,3.2,LSHFO 0.5
40200005449,,LSMGO 0.5
40200005453,,LSHFO 0.5
40200005453,,LSMGO 0.5
40200005457,2.46,LSHFO 0.5
40200005457,,LSMGO 0.5
40200005461,24,LSHFO 0.5
40200005461,,LSMGO 0.5
40200005465,3.6,LSHFO 0.5
40200005465,,LSMGO 0.5
40200005469,,LSHFO 0.5
40200005469,,LSMGO 0.5
40200005473,1.7,LSHFO 0.5
40200005473,,LSMGO 0.5
40200005477,,LSHFO 0.5
40200005477,,LSMGO 0.5
40200005481,1.44,LSHFO 0.5
40200005481,,LSMGO 0.5
40200005485,18.2,LSHFO 0.5
40200005485,,LSMGO 0.5
40200005489,2.7,LSHFO 0.5
40200005489,,LSMGO 0.5
40200005493,,LSHFO 0.5
40200005493,,LSMGO 0.5
40200005495,,LSHFO 0.5
40200005495,,LSMGO 0.5
40200005499,1.3,LSHFO 0.5
40200005499,,LSMGO 0.5
40200005503,18,LSHFO 0.5
40200005503,,LSMGO 0.5
40200005507,1.7,LSHFO 0.5
40200005507,0,LSMGO 0.5
40200005512,,LSHFO 0.5
40200005512,,LSMGO 0.5
40200005518,1.9,LSHFO 0.5
40200005518,,LSMGO 0.5
40200005524,,LSHFO 0.5
40200005524,,LSMGO 0.5
40200005528,1.6,LSHFO 0.5
40200005528,,LSMGO 0.5
40200005532,,LSHFO 0.5
40200005532,,LSMGO 0.5
40200005536,1.3,LSHFO 0.5
40200005536,,LSMGO 0.5
40200005540,,LSHFO 0.5
40200005540,,LSMGO 0.5
40200005544,1.11,LSHFO 0.5
40200005544,,LSMGO 0.5
40200005548,8.79,LSHFO 0.5
40200005548,,LSMGO 0.5
40200005555,1,LSHFO 0.5
40200005555,,LSMGO 0.5
40200005559,,LSHFO 0.5
40200005559,,LSMGO 0.5
40200005573,0.5,LSHFO 0.5
40200005573,,LSMGO 0.5
40200005577,0,LSHFO 0.5
40200005577,0,LSMGO 0.5
40200005585,,LSHFO 0.5
40200005585,,LSMGO 0.5
40200005587,,LSHFO 0.5
40200005587,,LSMGO 0.5
40200005595,11.22,LSHFO 0.5
40200005595,,LSMGO 0.5
40200005603,2,LSHFO 0.5
40200005603,,LSMGO 0.5
40200005607,,LSHFO 0.5
40200005607,,LSMGO 0.5
40200005613,3.4,LSHFO 0.5
40200005613,,LSMGO 0.5
40200005617,,LSHFO 0.5
40200005617,,LSMGO 0.5
40200005621,3.58,LSHFO 0.5
40200005621,,LSMGO 0.5
40200005625,8.01,LSHFO 0.5
40200005625,,LSMGO 0.5
40200005636,,LSHFO 0.5
40200005636,,LSMGO 0.5
40200005652,2,LSHFO 0.5
40200005652,,LSMGO 0.5
40200005658,0.47,LSHFO 0.5
40200005658,0,LSMGO 0.5
40200005690,0,LSHFO 0.5
40200005690,0,LSMGO 0.5
40200005694,0.94,LSHFO 0.5
40200005694,0,LSMGO 0.5
40200005698,,LSHFO 0.5
40200005698,,LSMGO 0.5
40200005700,,LSHFO 0.5
40200005700,,LSMGO 0.5
40200005704,0.77,LSHFO 0.5
40200005704,,LSMGO 0.5
40200005708,0,LSHFO 0.5
40200005708,0,LSMGO 0.5
40200005712,0.66,LSHFO 0.5
40200005712,0,LSMGO 0.5
40200005716,9.33,LSHFO 0.5
40200005716,,LSMGO 0.5
40200005723,0.11,LSHFO 0.5
40200005723,,LSMGO 0.5
40200005727,,LSHFO 0.5
40200005727,,LSMGO 0.5
40200005731,0.55,LSHFO 0.5
40200005731,,LSMGO 0.5
40200005735,,LSHFO 0.5
40200005735,,LSMGO 0.5
40200005740,0.44,LSHFO 0.5
40200005740,0,LSMGO 0.5
40200005746,10.5,LSHFO 0.5
40200005746,0,LSMGO 0.5
40200005754,0.08,LSHFO 0.5
40200005754,,LSMGO 0.5
40200005759,,LSHFO 0.5
40200005759,,LSMGO 0.5
40200005763,0.22,LSHFO 0.5
40200005763,,LSMGO 0.5
40200005767,,LSHFO 0.5
40200005767,,LSMGO 0.5
40200005771,0.08,LSHFO 0.5
40200005771,,LSMGO 0.5
40200005775,,LSHFO 0.5
40200005775,,LSMGO 0.5
40200005779,0.09,LSHFO 0.5
40200005779,,LSMGO 0.5
40200005786,4.5,LSHFO 0.5
40200005786,,LSMGO 0.5
40200005792,0.83,LSHFO 0.5
40200005792,,LSMGO 0.5
40200005796,0,LSHFO 0.5
40200005796,0,LSMGO 0.5
40200005804,2.92,LSHFO 0.5
40200005804,,LSMGO 0.5
40200005808,0,LSHFO 0.5
40200005808,0,LSMGO 0.5
40200005812,3.42,LSHFO 0.5
40200005812,,LSMGO 0.5
40200005816,9,LSHFO 0.5
40200005816,,LSMGO 0.5
40200005826,1.22,LSHFO 0.5
40200005826,,LSMGO 0.5
40200005830,,LSHFO 0.5
40200005830,,LSMGO 0.5
40200005835,1.18,LSHFO 0.5
40200005835,,LSMGO 0.5
40200005839,,LSHFO 0.5
40200005839,,LSMGO 0.5
40200005843,2.16,LSHFO 0.5
40200005843,,LSMGO 0.5
40200005847,,LSHFO 0.5
40200005847,,LSMGO 0.5
40200005851,1.22,LSHFO 0.5
40200005851,,LSMGO 0.5
40200005856,0,LSHFO 0.5
40200005856,0,LSMGO 0.5
40200005858,,LSHFO 0.5
40200005858,,LSMGO 0.5
40200005862,1.41,LSHFO 0.5
40200005862,,LSMGO 0.5
40200005866,9,LSHFO 0.5
40200005866,,LSMGO 0.5
40200005875,0,LSHFO 0.5
40200005875,0,LSMGO 0.5
40200005879,,LSHFO 0.5
40200005879,,LSMGO 0.5
40200005881,,LSHFO 0.5
40200005881,,LSMGO 0.5
40200005886,5.625,LSHFO 0.5
40200005886,0,LSMGO 0.5
40200005891,0,LSHFO 0.5
40200005891,0,LSMGO 0.5
40200005895,3,LSHFO 0.5
40200005895,,LSMGO 0.5
40200005899,0,LSHFO 0.5
40200005899,0,LSMGO 0.5
40200005904,3.56,LSHFO 0.5
40200005904,,LSMGO 0.5
40200005908,15.75,LSHFO 0.5
40200005908,0,LSMGO 0.5
40200005915,0.7,LSHFO 0.5
40200005915,0,LSMGO 0.5
40200005919,0,LSHFO 0.5
40200005919,0,LSMGO 0.5
40200005923,2.13,LSHFO 0.5
40200005923,0,LSMGO 0.5
40200005927,0,LSHFO 0.5
40200005927,0,LSMGO 0.5
40200005931,1.34,LSHFO 0.5
40200005931,0,LSMGO 0.5
40200005935,14.06,LSHFO 0.5
40200005935,,LSMGO 0.5
40200005941,1.5,LSHFO 0.5
40200005941,,LSMGO 0.5
40200005945,,LSHFO 0.5
40200005945,,LSMGO 0.5
40200005949,1.4,LSHFO 0.5
40200005949,,LSMGO 0.5
40200005953,0,LSHFO 0.5
40200005953,0,LSMGO 0.5
40200005955,0,LSHFO 0.5
40200005955,0,LSMGO 0.5
40200005957,,LSHFO 0.5
40200005957,,LSMGO 0.5
40200005962,3.26,LSHFO 0.5
40200005962,,LSMGO 0.5
40200005966,,LSHFO 0.5
40200005966,,LSMGO 0.5
40200005979,4.21,LSHFO 0.5
40200005979,,LSMGO 0.5
40200005986,,LSHFO 0.5
40200005986,,LSMGO 0.5
40200005990,3.65,LSHFO 0.5
40200005990,,LSMGO 0.5
40200005994,,LSHFO 0.5
40200005994,,LSMGO 0.5
40200005998,3.93,LSHFO 0.5
40200005998,,LSMGO 0.5
40200006006,0,LSHFO 0.5
40200006006,0,LSMGO 0.5
40200006008,,LSHFO 0.5
40200006008,,LSMGO 0.5
40200006012,3.65,LSHFO 0.5
40200006012,,LSMGO 0.5
40200006016,0,LSHFO 0.5
40200006016,0,LSMGO 0.5
40200006020,2.9,LSHFO 0.5
40200006020,,LSMGO 0.5
40200006024,22.75,LSHFO 0.5
40200006024,0,LSMGO 0.5
40200006033,0.76,LSHFO 0.5
40200006033,0,LSMGO 0.5
40200006037,0,LSHFO 0.5
40200006037,0,LSMGO 0.5
40200006042,1.69,LSHFO 0.5
40200006042,0,LSMGO 0.5
40200006046,0,LSHFO 0.5
40200006046,0,LSMGO 0.5
40200006050,1.45,LSHFO 0.5
40200006050,0,LSMGO 0.5
40200006054,22.75,LSHFO 0.5
40200006054,,LSMGO 0.5
40200006060,4.01,LSHFO 0.5
40200006060,,LSMGO 0.5
40200006066,0,LSHFO 0.5
40200006066,0,LSMGO 0.5
40200006068,0,LSHFO 0.5
40200006068,0,LSMGO 0.5
40200006070,0,LSHFO 0.5
40200006070,0,LSMGO 0.5
40200006074,1.26,LSHFO 0.5
40200006074,0,LSMGO 0.5
40200006078,0,LSHFO 0.5
40200006078,0,LSMGO 0.5
40200006080,0,LSHFO 0.5
40200006080,0,LSMGO 0.5
40200006085,2.94,LSHFO 0.5
40200006085,,LSMGO 0.5
40200006089,0,LSHFO 0.5
40200006089,0,LSMGO 0.5
40200006093,3.15,LSHFO 0.5
40200006093,,LSMGO 0.5
40200006097,21,LSHFO 0.5
40200006097,,LSMGO 0.5
40200006103,0.6,LSHFO 0.5
40200006103,0,LSMGO 0.5
40200006107,0,LSHFO 0.5
40200006107,0,LSMGO 0.5
40200006109,0,LSHFO 0.5
40200006109,0,LSMGO 0.5
40200006111,0,LSHFO 0.5
40200006111,0,LSMGO 0.5
40200006115,1.14,LSHFO 0.5
40200006115,0,LSMGO 0.5
40200006119,0,LSHFO 0.5
40200006119,0,LSMGO 0.5
40200006123,0.97,LSHFO 0.5
40200006123,0,LSMGO 0.5
40200006128,19.5,LSHFO 0.5
40200006128,0,LSMGO 0.5
40200006137,1.12,LSHFO 0.5
40200006137,0,LSMGO 0.5
40200006141,0,LSHFO 0.5
40200006141,0,LSMGO 0.5
40200006145,3.26,LSHFO 0.5
40200006145,0,LSMGO 0.5
40200006149,0,LSHFO 0.5
40200006149,0,LSMGO 0.5
40200006149,0,LSHFO 0.5
40200006153,2.8,LSHFO 0.5
40200006153,0,LSMGO 0.5
40200006157,24.5,LSHFO 0.5
40200006157,0,LSMGO 0.5
40200006161,1.31,LSHFO 0.5
40200006161,0,LSMGO 0.5
40200006165,0,LSHFO 0.5
40200006165,0,LSMGO 0.5
40200006169,3.6,LSHFO 0.5
40200006169,0,LSMGO 0.5
40200006173,,LSHFO 0.5
40200006173,,LSMGO 0.5
40200006177,3.03,LSHFO 0.5
40200006177,0,LSMGO 0.5
40200006181,19.51,LSHFO 0.5
40200006181,,LSMGO 0.5
40200006187,0.84,LSHFO 0.5
40200006187,,LSMGO 0.5
40200006191,0,LSHFO 0.5
40200006191,0,LSMGO 0.5
40200006193,0,LSHFO 0.5
40200006193,0,LSMGO 0.5
40200006197,3,LSHFO 0.5
40200006197,0,LSMGO 0.5
40200006201,0,LSHFO 0.5
40200006201,0,LSMGO 0.5
40200006205,2,LSHFO 0.5
40200006205,0,LSMGO 0.5
40200006209,0,LSHFO 0.5
40200006209,0,LSMGO 0.5
40200006211,0,LSHFO 0.5
40200006211,0,LSMGO 0.5
40200006215,1.5,LSHFO 0.5
40200006215,,LSMGO 0.5
40200006219,19,LSHFO 0.5
40200006219,0,LSMGO 0.5
40200006225,0.5,LSHFO 0.5
40200006225,0,LSMGO 0.5
40200006229,0,LSHFO 0.5
40200006229,0,LSMGO 0.5
40200006234,2,LSHFO 0.5
40200006234,0,LSMGO 0.5
40200006238,0,LSHFO 0.5
40200006238,0,LSMGO 0.5
40200006242,2,LSHFO 0.5
40200006242,0,LSMGO 0.5
40200006246,15,LSHFO 0.5
40200006246,,LSMGO 0.5
40200006253,1,LSHFO 0.5
40200006253,0,LSMGO 0.5
40200006260,0,LSHFO 0.5
40200006260,0,LSMGO 0.5
40200006264,2,LSHFO 0.5
40200006264,0,LSMGO 0.5
40200006268,0,LSHFO 0.5
40200006268,0,LSMGO 0.5
40200006271,0,LSHFO 0.5
40200006271,0,LSMGO 0.5
40200006275,2,LSHFO 0.5
40200006275,0,LSMGO 0.5
40200006279,17.5,LSHFO 0.5
40200006279,0,LSMGO 0.5
40200006285,0.5,LSHFO 0.5
40200006285,0,LSMGO 0.5
40200006289,0,LSHFO 0.5
40200006289,0,LSMGO 0.5
40200006293,2,LSHFO 0.5
40200006293,,LSMGO 0.5
40200006297,0,LSHFO 0.5
40200006297,0,LSMGO 0.5
40200006301,2.2,LSHFO 0.5
40200006301,0,LSMGO 0.5
40200006305,17.5,LSHFO 0.5
40200006305,,LSMGO 0.5
40200006312,1,LSHFO 0.5
40200006312,,LSMGO 0.5
40200006316,0,LSHFO 0.5
40200006316,0,LSMGO 0.5
40200006320,1,LSHFO 0.5
40200006320,0,LSMGO 0.5
40200006324,0,LSHFO 0.5
40200006324,0,LSMGO 0.5
40200006328,2,LSHFO 0.5
40200006328,,LSMGO 0.5
40200006332,16,LSHFO 0.5
40200006332,,LSMGO 0.5
40200006338,1,LSHFO 0.5
40200006338,0,LSMGO 0.5
40200006347,0,LSHFO 0.5
40200006347,0,LSMGO 0.5
40200006349,0,LSHFO 0.5
40200006349,0,LSMGO 0.5
40200006353,1.6,LSHFO 0.5
40200006353,0,LSMGO 0.5
40200006357,0,LSHFO 0.5
40200006357,0,LSMGO 0.5
40200006361,1.8,LSHFO 0.5
40200006361,0,LSMGO 0.5
40200006365,15,LSHFO 0.5
40200006365,0,LSMGO 0.5
40200006376,0,LSHFO 0.5
40200006376,0,LSMGO 0.5
40200006380,,LSHFO 0.5
40200006380,,LSMGO 0.5
40200006384,,LSHFO 0.5
40200006384,,LSMGO 0.5
40200006388,,LSHFO 0.5
40200006388,,LSMGO 0.5
40200006392,22.75,LSHFO 0.5
40200006392,,LSMGO 0.5
40200006399,2.62,LSHFO 0.5
40200006399,0,LSMGO 0.5
40200006403,0,LSHFO 0.5
40200006403,0,LSMGO 0.5
40200006407,2.38,LSHFO 0.5
40200006407,0,LSMGO 0.5
40200006411,0,LSHFO 0.5
40200006411,0,LSMGO 0.5
40200006415,2.5,LSHFO 0.5
40200006415,,LSMGO 0.5
40200006419,10.8,LSHFO 0.5
40200006419,,LSMGO 0.5
40200006426,0.56,LSHFO 0.5
40200006426,,LSMGO 0.5
40200006430,0,LSHFO 0.5
40200006430,0,LSMGO 0.5
40200006434,4.5,LSHFO 0.5
40200006434,,LSMGO 0.5
40200006441,0,LSHFO 0.5
40200006441,0,LSMGO 0.5
40200006445,2.43,LSHFO 0.5
40200006445,,LSMGO 0.5
40200006449,20.1,LSHFO 0.5
40200006449,,LSMGO 0.5
40200006459,0,LSHFO 0.5
40200006459,0,LSMGO 0.5
40200006463,2.75,LSHFO 0.5
40200006463,,LSMGO 0.5
40200006467,0,LSHFO 0.5
40200006467,0,LSMGO 0.5
40200006471,3.71,LSHFO 0.5
40200006471,0,LSMGO 0.5
40200006475,22.75,LSHFO 0.5
40200006475,,LSMGO 0.5
40200006481,0.84,LSHFO 0.5
40200006481,,LSMGO 0.5
40200006486,0,LSHFO 0.5
40200006486,0,LSMGO 0.5
40200006490,3.5,LSHFO 0.5
40200006490,,LSMGO 0.5
40200006494,0,LSHFO 0.5
40200006494,0,LSMGO 0.5
40200006494,0,VLSLFO 0.1
40200006498,2.88,LSHFO 0.5
40200006498,,LSMGO 0.5
40200006502,18.68,LSHFO 0.5
40200006502,,LSMGO 0.5
40200006508,1.4,LSHFO 0.5
40200006508,,LSMGO 0.5
40200006512,0,LSHFO 0.5
40200006512,0,LSMGO 0.5
40200006514,0,LSHFO 0.5
40200006514,0,LSMGO 0.5
40200006519,2.23,LSHFO 0.5
40200006519,,LSMGO 0.5
40200006523,0,LSHFO 0.5
40200006523,0,LSMGO 0.5
40200006527,,LSHFO 0.5
40200006527,,LSMGO 0.5
40200006531,21,LSHFO 0.5
40200006531,,LSMGO 0.5
40200006541,1.78,LSHFO 0.5
40200006541,,LSMGO 0.5
40200006545,0,LSHFO 0.5
40200006545,0,LSMGO 0.5
40200006549,2.8,LSHFO 0.5
40200006549,,LSMGO 0.5
40200006553,0,LSHFO 0.5
40200006553,0,LSMGO 0.5
40200006557,2.47,LSHFO 0.5
40200006557,,LSMGO 0.5
40200006561,21.12,LSHFO 0.5
40200006561,,LSMGO 0.5
40200006565,0.75,LSHFO 0.5
40200006565,,LSMGO 0.5
40200006570,0,LSHFO 0.5
40200006570,0,LSMGO 0.5
40200006574,2.25,LSHFO 0.5
40200006574,0,LSMGO 0.5
40200006578,0,LSHFO 0.5
40200006578,0,LSMGO 0.5
40200006582,2.13,LSHFO 0.5
40200006582,0,LSMGO 0.5
40200006586,19.25,LSHFO 0.5
40200006586,,LSMGO 0.5
40200006590,0.45,LSHFO 0.5
40200006590,,LSMGO 0.5
40200006594,0,LSHFO 0.5
40200006594,0,LSMGO 0.5
40200006596,0,LSHFO 0.5
40200006596,0,LSMGO 0.5
40200006600,3.93,LSHFO 0.5
40200006600,0,LSMGO 0.5
40200006604,0,LSHFO 0.5
40200006604,0,LSMGO 0.5
40200006608,2.28,LSHFO 0.5
40200006608,0,LSMGO 0.5
40200006612,18.82,LSHFO 0.5
40200006612,0,LSMGO 0.5
40200006618,3.6,LSHFO 0.5
40200006618,,LSMGO 0.5
40200006622,0,LSHFO 0.5
40200006622,0,LSMGO 0.5
40200006624,,LSHFO 0.5
40200006624,,LSMGO 0.5
40200006628,2.7,LSHFO 0.5
40200006628,,LSMGO 0.5
40200006632,,LSHFO 0.5
40200006632,,LSMGO 0.5
40200006636,1.91,LSHFO 0.5
40200006636,,LSMGO 0.5
40200006640,0,LSHFO 0.5
40200006640,0,LSMGO 0.5
40200006644,1.8,LSHFO 0.5
40200006644,,LSMGO 0.5
40200006648,9.17,LSHFO 0.5
40200006648,0,LSMGO 0.5
40200006656,1.2,LSHFO 0.5
40200006656,0,LSMGO 0.5
40200006660,0,LSHFO 0.5
40200006660,0,LSMGO 0.5
40200006662,,LSHFO 0.5
40200006662,,LSMGO 0.5
40200006667,,LSHFO 0.5
40200006667,,LSMGO 0.5
40200006671,3.5,LSHFO 0.5
40200006671,0,LSMGO 0.5
40200006675,0,LSHFO 0.5
40200006675,0,LSMGO 0.5
40200006679,2.31,LSHFO 0.5
40200006679,0,LSMGO 0.5
40200006684,6.56,LSHFO 0.5
40200006684,,LSMGO 0.5
40200006688,1.03,LSHFO 0.5
40200006688,0,LSMGO 0.5
40200006692,0,LSHFO 0.5
40200006692,0,LSMGO 0.5
40200006696,1.8,LSHFO 0.5
40200006696,0,LSMGO 0.5
40200006700,0,LSHFO 0.5
40200006700,0,LSMGO 0.5
40200006704,1.4,LSHFO 0.5
40200006704,0,LSMGO 0.5
40200006708,0,LSHFO 0.5
40200006708,0,LSMGO 0.5
40200006712,1.35,LSHFO 0.5
40200006712,0,LSMGO 0.5
40200006716,5.25,LSHFO 0.5
40200006716,,LSMGO 0.5
40200006724,0.015,LSHFO 0.5
40200006724,0,LSMGO 0.5
40200006728,0,LSHFO 0.5
40200006728,0,LSMGO 0.5
40200006730,0,LSHFO 0.5
40200006730,0,LSMGO 0.5
40200006732,0,LSHFO 0.5
40200006732,0,LSMGO 0.5
40200006734,0,LSHFO 0.5
40200006734,0,LSMGO 0.5
40200006738,3.7,LSHFO 0.5
40200006738,0,LSMGO 0.5
40200006743,0,LSHFO 0.5
40200006743,0,LSMGO 0.5
40200006743,0,ULSMGO 0.1
40200006747,1.4,LSHFO 0.5
40200006747,0,LSMGO 0.5
40200006752,13.095,LSHFO 0.5
40200006752,,LSMGO 0.5
40200006770,5,LSHFO 0.5
40200006770,0,LSMGO 0.5
40200006774,0,LSHFO 0.5
40200006774,0,LSMGO 0.5
40200006776,0,LSHFO 0.5
40200006776,0,LSMGO 0.5
40200006780,25,LSHFO 0.5
40200006780,0,LSMGO 0.5
40200006784,0,LSHFO 0.5
40200006784,0,LSMGO 0.5
40200006788,5,LSHFO 0.5
40200006788,0,LSMGO 0.5
40200006792,22.9,LSHFO 0.5
40200006792,0,LSMGO 0.5
40200006798,4,LSHFO 0.5
40200006798,,LSMGO 0.5
40200006802,0,LSHFO 0.5
40200006802,0,LSMGO 0.5
40200006802,0,LSLFO 0.5
40200006804,0,LSHFO 0.5
40200006804,0,LSMGO 0.5
40200006808,2.5,LSHFO 0.5
40200006808,,LSMGO 0.5
40200006812,81.8,LSHFO 0.5
40200006812,0,LSMGO 0.5
40200006814,13,LSHFO 0.5
40200006814,0,LSMGO 0.5
40200006820,2,LSHFO 0.5
40200006820,,LSMGO 0.5
40200006824,0,LSHFO 0.5
40200006824,0,LSMGO 0.5
40200006828,4,LSHFO 0.5
40200006828,,LSMGO 0.5
40200006832,0,LSHFO 0.5
40200006832,0,LSMGO 0.5
40200006836,1.6,LSHFO 0.5
40200006836,,LSMGO 0.5
40200006840,0,LSHFO 0.5
40200006840,0,LSMGO 0.5
40200006845,0.5,LSHFO 0.5
40200006845,,LSMGO 0.5
40200006849,102,LSHFO 0.5
40200006849,,LSMGO 0.5
40200006859,2.6,LSHFO 0.5
40200006859,0,LSMGO 0.5
40200006863,0,LSHFO 0.5
40200006863,0,LSMGO 0.5
40200006865,0,LSHFO 0.5
40200006865,0,LSMGO 0.5
40200006869,2.5,LSHFO 0.5
40200006869,0,LSMGO 0.5
40200006873,0,LSHFO 0.5
40200006873,0,LSMGO 0.5
40200006877,2.5,LSHFO 0.5
40200006877,,LSMGO 0.5
40200006881,18,LSHFO 0.5
40200006881,,LSMGO 0.5
40200006887,8,LSHFO 0.5
40200006887,,LSMGO 0.5
40200006894,0,LSHFO 0.5
40200006894,0,LSMGO 0.5
40200006899,3,LSHFO 0.5
40200006899,,LSMGO 0.5
40200006903,15,LSHFO 0.5
40200006903,,LSMGO 0.5
40200006909,0.1,LSHFO 0.5
40200006909,,LSMGO 0.5
40200006913,0,LSHFO 0.5
40200006913,0,LSMGO 0.5
40200006917,8,LSHFO 0.5
40200006917,0,LSMGO 0.5
40200006921,0,LSHFO 0.5
40200006921,0,LSMGO 0.5
40200006923,0,LSHFO 0.5
40200006923,0,LSMGO 0.5
40200006927,3,LSHFO 0.5
40200006927,,LSMGO 0.5
40200006931,24,LSHFO 0.5
40200006931,,LSMGO 0.5
40200006937,10,LSHFO 0.5
40200006937,0,LSMGO 0.5
40200006941,0,LSHFO 0.5
40200006941,0,LSMGO 0.5
40200006946,5.5,LSHFO 0.5
40200006946,0,LSMGO 0.5
40200006950,0,LSHFO 0.5
40200006950,0,LSMGO 0.5
40200006954,3,LSHFO 0.5
40200006954,0,LSMGO 0.5
40200006964,8,LSHFO 0.5
40200006964,0,LSMGO 0.5
40200006970,2,LSHFO 0.5
40200006970,0,LSMGO 0.5
40200006974,0,LSHFO 0.5
40200006974,0,LSMGO 0.5
40200006978,,LSHFO 0.5
40200006978,,LSMGO 0.5
40200006982,2.7,LSHFO 0.5
40200006982,,LSMGO 0.5
40200006987,0,LSHFO 0.5
40200006987,0,LSMGO 0.5
40200006990,,LSHFO 0.5
40200006990,,LSMGO 0.5
40200006994,3.5,LSHFO 0.5
40200006994,0,LSMGO 0.5
40200006998,17,LSHFO 0.5
40200006998,,LSMGO 0.5
40200007004,1,LSHFO 0.5
40200007004,,LSMGO 0.5
40200007009,0,LSHFO 0.5
40200007009,0,LSMGO 0.5
40200007013,2.5,LSHFO 0.5
40200007013,,LSMGO 0.5
40200007017,0,LSHFO 0.5
40200007017,0,LSMGO 0.5
40200007021,2,LSHFO 0.5
40200007021,,LSMGO 0.5
40200007025,17,LSHFO 0.5
40200007025,,LSMGO 0.5
40200007038,1.7,LSHFO 0.5
40200007038,,LSMGO 0.5
40200007043,0,LSHFO 0.5
40200007043,0,LSMGO 0.5
40200007047,0,LSHFO 0.5
40200007047,0,LSMGO 0.5
40200007051,,LSHFO 0.5
40200007051,,LSMGO 0.5
40200007055,5,LSHFO 0.5
40200007055,,LSMGO 0.5
40200007059,0,LSHFO 0.5
40200007059,0,LSMGO 0.5
40200007065,3,LSHFO 0.5
40200007065,0,LSMGO 0.5
40200007069,18,LSHFO 0.5
40200007069,,LSMGO 0.5
40200007074,6,LSHFO 0.5
40200007074,0,LSMGO 0.5
40200007078,0,LSHFO 0.5
40200007078,0,LSMGO 0.5
40200007080,0,LSHFO 0.5
40200007080,0,LSMGO 0.5
40200007084,2.4,LSHFO 0.5
40200007084,,LSMGO 0.5
40200007088,0,LSHFO 0.5
40200007088,0,LSMGO 0.5
40200007092,2.5,LSHFO 0.5
40200007092,,LSMGO 0.5
40200007096,17,LSHFO 0.5
40200007096,,LSMGO 0.5
40200007103,3,LSHFO 0.5
40200007103,0,LSMGO 0.5
40200007107,0,LSHFO 0.5
40200007107,0,LSMGO 0.5
40200007109,0,LSHFO 0.5
40200007109,0,LSMGO 0.5
40200007111,0,LSHFO 0.5
40200007111,0,LSMGO 0.5
40200007116,3,LSHFO 0.5
40200007116,,LSMGO 0.5
40200007122,0,LSHFO 0.5
40200007122,0,LSMGO 0.5
40200007126,2.1,LSHFO 0.5
40200007126,,LSMGO 0.5
40200007130,3,LSHFO 0.5
40200007130,,LSMGO 0.5
40200007132,19,LSHFO 0.5
40200007132,,LSMGO 0.5
40200007134,19,LSHFO 0.5
40200007134,,LSMGO 0.5
40200007136,11,LSHFO 0.5
40200007136,0,LSMGO 0.5
40200007138,19,LSHFO 0.5
40200007138,,LSMGO 0.5
40200007140,5,LSHFO 0.5
40200007140,,LSMGO 0.5
40200007142,5,LSHFO 0.5
40200007142,,LSMGO 0.5
40200007144,5,LSHFO 0.5
40200007144,,LSMGO 0.5
40200007146,2,LSHFO 0.5
40200007146,,LSMGO 0.5
40200007148,2,LSHFO 0.5
40200007148,,LSMGO 0.5
40200007156,2,LSHFO 0.5
40200007156,,LSMGO 0.5
40200007164,0,LSHFO 0.5
40200007164,0,LSMGO 0.5
40200007183,,LSHFO 0.5
40200007183,,LSMGO 0.5
40200007187,0,LSHFO 0.5
40200007187,0,LSMGO 0.5
40200007192,2,LSHFO 0.5
40200007192,0,LSMGO 0.5
